id,repo,entity_type,capability_bucket,connection_strength,n_msgs,n_unique_speakers,difficulty
JSPM_2015-01-12_issue_106,jspm/registry,issue,,3,17,2,
JSPM_2015-01-12_issue_289,jspm/jspm,issue,,3,13,3,
JSPM_2015-01-12_pr_370,jspm/jspm,pr,,3,13,3,
JSPM_2015-01-13_issue_38,jspm/npm,issue,,3,22,2,
JSPM_2015-01-13_issue_401,jspm/jspm,issue,,3,13,2,
JSPM_2015-01-14_issue_404,jspm/jspm,issue,,3,70,4,
JTAppleCalendar_2016-07-07_issue_2,patchthecode/jtapplecalendar,issue,,3,12,2,
JTAppleCalendar_2016-07-07_issue_38,patchthecode/jtapplecalendar,issue,,3,73,2,
JTAppleCalendar_2016-07-09_issue_2,patchthecode/jtapplecalendar,issue,,3,7,2,
JTAppleCalendar_2016-08-09_issue_105,patchthecode/jtapplecalendar,issue,,3,51,2,
JTAppleCalendar_2016-10-26_issue_177,patchthecode/jtapplecalendar,issue,,3,35,2,
JTAppleCalendar_2016-10-28_issue_182,patchthecode/jtapplecalendar,issue,,3,8,2,
JTAppleCalendar_2016-10-29_issue_38,patchthecode/jtapplecalendar,issue,,3,70,3,
JTAppleCalendar_2016-10-30_issue_2,patchthecode/jtapplecalendar,issue,,3,8,2,
JTAppleCalendar_2016-12-12_artifact_61,patchthecode/jtapplecalendar,issue,,3,16,2,
JTAppleCalendar_2016-12-12_issue_61,patchthecode/jtapplecalendar,issue,,3,16,2,
JTAppleCalendar_2017-02-05_issue_280,patchthecode/jtapplecalendar,issue,,3,5,2,
JTAppleCalendar_2017-02-23_artifact_263,patchthecode/jtapplecalendar,issue,,3,54,2,
JTAppleCalendar_2017-02-27_issue_112,patchthecode/jtapplecalendar,issue,,3,3,2,
JTAppleCalendar_2017-03-08_issue_221,patchthecode/jtapplecalendar,issue,,3,57,2,
JTAppleCalendar_2017-03-21_artifact_350,patchthecode/jtapplecalendar,issue,,3,36,3,
JTAppleCalendar_2017-03-28_issue_216,patchthecode/jtapplecalendar,issue,,3,20,2,
JTAppleCalendar_2017-04-04_artifact_316,patchthecode/jtapplecalendar,issue,,3,26,2,
JTAppleCalendar_2017-04-13_issue_377,patchthecode/jtapplecalendar,issue,,3,15,4,
JTAppleCalendar_2017-04-14_artifact_373,patchthecode/jtapplecalendar,issue,,3,58,2,
JTAppleCalendar_2017-05-07_artifact_409,patchthecode/jtapplecalendar,issue,,3,32,2,
JTAppleCalendar_2017-05-09_issue_408,patchthecode/jtapplecalendar,issue,,3,56,2,
JTAppleCalendar_2017-05-20_issue_423,patchthecode/jtapplecalendar,issue,,3,143,2,
JTAppleCalendar_2017-06-02_issue_340,johnvuko/jtcalendar,issue,,3,8,2,
JTAppleCalendar_2017-06-13_issue_454,patchthecode/jtapplecalendar,issue,,3,32,3,
JTAppleCalendar_2017-06-15_artifact_457,patchthecode/jtapplecalendar,issue,,3,34,3,
JTAppleCalendar_2017-06-20_issue_438,patchthecode/jtapplecalendar,issue,,3,17,2,
JTAppleCalendar_2017-07-28_issue_505,patchthecode/jtapplecalendar,issue,,3,49,2,
JTAppleCalendar_2017-07-31_issue_505,patchthecode/jtapplecalendar,issue,,3,12,3,
JTAppleCalendar_2017-08-01_issue_438,patchthecode/jtapplecalendar,issue,,3,41,2,
JTAppleCalendar_2017-08-01_issue_511,patchthecode/jtapplecalendar,issue,,3,20,2,
JTAppleCalendar_2017-09-08_issue_553,patchthecode/jtapplecalendar,issue,,3,19,2,
JTAppleCalendar_2017-09-10_issue_553,patchthecode/jtapplecalendar,issue,,3,21,2,
JTAppleCalendar_2017-09-10_issue_557,patchthecode/jtapplecalendar,issue,,3,51,2,
JTAppleCalendar_2017-09-13_artifact_557,patchthecode/jtapplecalendar,issue,,3,3,2,
JTAppleCalendar_2017-09-13_issue_557,patchthecode/jtapplecalendar,issue,,3,3,2,
JTAppleCalendar_2017-09-14_issue_553,patchthecode/jtapplecalendar,issue,,3,81,2,
JTAppleCalendar_2017-09-15_issue_553,patchthecode/jtapplecalendar,issue,,3,17,2,
JTAppleCalendar_2017-09-18_issue_542,patchthecode/jtapplecalendar,issue,,2,56,3,
JTAppleCalendar_2017-09-28_issue_553,patchthecode/jtapplecalendar,issue,,3,49,2,
JTAppleCalendar_2017-10-10_issue_553,patchthecode/jtapplecalendar,issue,,3,10,2,
JTAppleCalendar_2017-10-13_issue_2,patchthecode/jtapplecalendar,issue,,3,20,2,
JTAppleCalendar_2017-10-13_issue_216,patchthecode/jtapplecalendar,issue,,3,22,2,
JTAppleCalendar_2017-10-13_issue_517,patchthecode/jtapplecalendar,issue,,3,22,2,
JTAppleCalendar_2017-10-21_issue_553,patchthecode/jtapplecalendar,issue,,3,29,2,
JTAppleCalendar_2017-10-27_artifact_244,patchthecode/jtapplecalendar,issue,,3,8,3,
JTAppleCalendar_2017-11-08_artifact_615,patchthecode/jtapplecalendar,issue,,3,52,2,
JTAppleCalendar_2017-11-08_issue_615,patchthecode/jtapplecalendar,issue,,3,51,2,
JTAppleCalendar_2017-11-30_issue_626,patchthecode/jtapplecalendar,issue,,3,58,2,
JTAppleCalendar_2017-11-30_issue_642,patchthecode/jtapplecalendar,issue,,3,71,2,
JTAppleCalendar_2017-12-04_artifact_629,patchthecode/jtapplecalendar,issue,,3,38,2,
JTAppleCalendar_2017-12-17_artifact_629,patchthecode/jtapplecalendar,issue,,3,49,3,
JTAppleCalendar_2017-12-17_issue_629,patchthecode/jtapplecalendar,issue,,3,53,3,
JTAppleCalendar_2017-12-18_issue_661,patchthecode/jtapplecalendar,issue,,3,52,2,
JTAppleCalendar_2017-12-29_issue_667,patchthecode/jtapplecalendar,issue,,3,54,2,
JTAppleCalendar_2018-01-05_artifact_651,patchthecode/jtapplecalendar,issue,,3,9,2,
JTAppleCalendar_2018-01-12_issue_553,patchthecode/jtapplecalendar,issue,,3,6,3,
JTAppleCalendar_2018-01-15_issue_553,patchthecode/jtapplecalendar,issue,,2,45,3,
JTAppleCalendar_2018-01-16_issue_252,patchthecode/jtapplecalendar,issue,,3,10,2,
JTAppleCalendar_2018-02-07_artifact_706,patchthecode/jtapplecalendar,issue,,3,18,2,
JTAppleCalendar_2018-04-19_issue_716,patchthecode/jtapplecalendar,issue,,3,22,2,
JTAppleCalendar_2018-04-25_artifact_553,patchthecode/jtapplecalendar,issue,,3,17,2,
JTAppleCalendar_2018-04-26_artifact_553,patchthecode/jtapplecalendar,issue,,3,11,2,
JTAppleCalendar_2018-06-04_artifact_792,patchthecode/jtapplecalendar,issue,,3,44,2,
JTAppleCalendar_2018-06-07_issue_792,patchthecode/jtapplecalendar,issue,,3,8,2,
JTAppleCalendar_2018-07-21_issue_836,patchthecode/jtapplecalendar,issue,,3,54,2,
JTAppleCalendar_2018-08-08_issue_2,patchthecode/jtapplecalendar,issue,,2,12,2,
JTAppleCalendar_2018-08-16_issue_581,patchthecode/jtapplecalendar,issue,,3,32,2,
JTAppleCalendar_2018-08-17_issue_581,patchthecode/jtapplecalendar,issue,,2,7,2,
JTAppleCalendar_2018-08-27_artifact_868,patchthecode/jtapplecalendar,issue,,3,30,2,
JTAppleCalendar_2018-08-28_artifact_842,patchthecode/jtapplecalendar,issue,,3,61,2,
JTAppleCalendar_2018-08-28_artifact_870,patchthecode/jtapplecalendar,issue,,3,54,2,
JTAppleCalendar_2018-08-29_issue_581,patchthecode/jtapplecalendar,issue,,3,51,2,
JTAppleCalendar_2018-09-07_issue_608,patchthecode/jtapplecalendar,issue,,3,51,2,
JTAppleCalendar_2019-01-18_issue_588,patchthecode/jtapplecalendar,issue,,3,4,2,
JTAppleCalendar_2019-05-03_issue_252,patchthecode/jtapplecalendar,issue,,3,38,2,
JTAppleCalendar_2019-06-19_issue_1068,patchthecode/jtapplecalendar,issue,,3,66,3,
JTAppleCalendar_2019-07-18_issue_1094,patchthecode/jtapplecalendar,issue,,3,54,2,
JTAppleCalendar_2019-07-18_issue_581,patchthecode/jtapplecalendar,issue,,3,131,3,
JTAppleCalendar_2019-09-16_issue_252,patchthecode/jtapplecalendar,issue,,3,81,2,
Jhipster_2015-05-23_issue_1514,jhipster/generator-jhipster,issue,,3,32,4,
Jhipster_2015-05-26_issue_1530,jhipster/generator-jhipster,issue,,3,126,2,
Jhipster_2015-05-27_pr_56,jhipster/jhipster.github.io,pr,,3,35,2,
Jhipster_2015-05-29_issue_1528,jhipster/generator-jhipster,issue,,3,6,2,
MarionetteJS_2014-03-21_commit_85f07c105543c125966eb8fcb617c230f304eb2b,marionettejs/backbone.marionette,commit,,2,6,2,
MarionetteJS_2014-03-24_pr_1038,marionettejs/backbone.marionette,pr,,2,71,4,
MarionetteJS_2014-03-24_pr_1043,marionettejs/backbone.marionette,pr,,3,115,5,
MarionetteJS_2014-03-25_commit_85fd1e72,marionettejs/backbone.marionette,commit,,2,27,3,
MarionetteJS_2014-03-25_issue_1012,marionettejs/backbone.marionette,pr,,3,63,4,
MarionetteJS_2014-03-25_issue_1033,marionettejs/backbone.marionette,issue,,3,148,4,
MarionetteJS_2014-03-25_issue_1046,marionettejs/backbone.marionette,pr,,3,31,3,
MarionetteJS_2014-03-25_issue_375,marionettejs/backbone.marionette,issue,,3,104,4,
MarionetteJS_2014-03-25_issue_640,marionettejs/backbone.marionette,issue,,3,10,3,
MarionetteJS_2014-03-25_pr_1002,marionettejs/backbone.marionette,pr,,3,61,4,
MarionetteJS_2014-03-25_pr_1012,marionettejs/backbone.marionette,pr,,3,63,4,
MarionetteJS_2014-03-25_pr_1054,marionettejs/backbone.marionette,pr,,3,54,4,
MarionetteJS_2014-03-25_pr_801,marionettejs/backbone.marionette,pr,,3,24,2,
MarionetteJS_2014-03-26_commit_9d91d088ede359b1faf29ee967d3e069f708a32b,jasonlaster/backbone.marionette,commit,,3,46,3,
MarionetteJS_2014-03-26_commit_cb1c2489d27a5e71543ef343c18b9994ae084a4b,jasonlaster/backbone.marionette,commit,,3,46,3,
MarionetteJS_2014-03-26_issue_1055,marionettejs/backbone.marionette,issue,,3,46,3,
MonoGame_2016-02-05_pr_4478,monogame/monogame,pr,,3,40,3,
MonoGame_2016-02-05_pr_4496,monogame/monogame,pr,,3,6,2,
MonoGame_2016-02-05_pr_4503,monogame/monogame,pr,,3,40,3,
MonoGame_2016-02-11_artifact_3419,monogame/monogame,pr,,3,35,5,
MonoGame_2016-02-12_issue_2378,monogame/monogame,issue,,3,44,2,
MonoGame_2016-02-21_issue_4373,monogame/monogame,issue,,3,40,8,
MonoGame_2016-02-21_pr_4430,monogame/monogame,pr,,2,40,8,
MonoGame_2016-02-26_artifact_4573,monogame/monogame,pr,,3,8,3,
MonoGame_2016-03-02_issue_4399,monogame/monogame,issue,,3,22,4,
MonoGame_2016-03-02_issue_4571,monogame/monogame,issue,,3,67,6,
MonoGame_2016-03-02_issue_4593,monogame/monogame,issue,,3,54,7,
MonoGame_2016-03-03_artifact_4583,monogame/monogame,issue,,3,48,5,
MonoGame_2016-03-07_artifact_3581,monogame/monogame,issue,,3,4,2,
MonoGame_2016-03-07_artifact_4286,monogame/monogame,pr,,3,20,4,
MonoGame_2016-03-07_issue_4558,monogame/monogame,issue,,3,16,3,
MonoGame_2016-03-14_commit_40d707937bd0e5608897b7322241ddeb2f1190e9,monogame/monogame,commit,,3,7,2,
MonoGame_2016-03-14_commit_d6a65c8d,monogame/monogame,commit,,3,8,3,
MonoGame_2016-03-14_commit_d6a65c8d3a3b86b40366a0466e46f35b17decf64,monogame/monogame,commit,,3,8,3,
MonoGame_2016-03-16_pr_369,opentk/opentk,pr,,2,10,4,
MonoGame_2016-03-19_artifact_4457,monogame/monogame,issue,,3,6,2,
MonoGame_2016-03-22_issue_1455,monogame/monogame,issue,,3,13,2,
MonoGame_2016-03-22_issue_3471,monogame/monogame,issue,,2,59,2,
MonoGame_2016-03-24_pr_4555,monogame/monogame,pr,,3,4,2,
MonoGame_2016-03-26_pr_4676,monogame/monogame,pr,,3,32,3,
MonoGame_2016-03-28_commit_5fb75c53ce29b63b8f7cf673952481b8ab0a6025,harry-cpp/monogame,commit,,3,33,3,
MonoGame_2016-03-29_commit_d9ca2223fe492111d1077bd2de0d896d147c2569,harry-cpp/monogame,commit,,3,25,2,
MonoGame_2016-03-30_issue_4687,monogame/monogame,issue,,3,5,2,
MonoGame_2016-03-31_artifact_4691,monogame/monogame,issue,,3,35,3,
MonoGame_2016-03-31_issue_2661,monogame/monogame,issue,,3,59,2,
MonoGame_2016-03-31_issue_4693,monogame/monogame,issue,,3,8,5,
MonoGame_2016-04-03_pr_4712,monogame/monogame,pr,,3,107,5,
MonoGame_2016-04-04_artifact_4720,monogame/monogame,pr,,3,15,2,
MonoGame_2016-04-05_pr_4712,monogame/monogame,pr,,3,22,3,
MonoGame_2016-04-06_pr_4732,monogame/monogame,pr,,3,11,6,
MonoGame_2016-04-07_pr_4585,monogame/monogame,pr,,3,7,2,
MonoGame_2016-04-24_pr_4798,monogame/monogame,pr,,3,41,4,
MonoGame_2016-04-29_issue_3793,monogame/monogame,issue,,3,9,2,
MonoGame_2016-05-08_commit_e354c407d144d868714b3cf6a391617fcb17e9a3,harry-cpp/monogame,commit,,3,6,2,
MonoGame_2016-05-12_pr_4806,monogame/monogame,pr,,3,11,2,
MonoGame_2016-05-19_pr_4555,monogame/monogame,pr,,3,4,2,
MonoGame_2016-06-11_artifact_4329,monogame/monogame,issue,,2,3,2,
MonoGame_2016-06-16_issue_1495,monogame/monogame,issue,,3,8,2,
MonoGame_2016-07-06_issue_5851,dotnet/runtime,issue,,3,56,2,
MonoGame_2016-07-06_pr_4987,monogame/monogame,pr,,3,51,2,
MonoGame_2016-07-12_artifact_4904,monogame/monogame,pr,,3,26,3,
MonoGame_2016-07-23_pr_4559,monogame/monogame,pr,,2,4,3,
MonoGame_2016-07-23_pr_4715,monogame/monogame,pr,,3,10,3,
MonoGame_2016-07-26_issue_5033,monogame/monogame,issue,,3,18,4,
MonoGame_2016-07-30_issue_2211,monogame/monogame,issue,,3,11,2,
MonoGame_2016-07-30_pr_5048,monogame/monogame,pr,,3,33,2,
MonoGame_2016-08-01_pr_5048,monogame/monogame,pr,,3,9,3,
MonoGame_2016-08-09_artifact_4295,monogame/monogame,pr,,2,5,2,
MonoGame_2016-08-09_artifact_4920,monogame/monogame,pr,,3,11,2,
MonoGame_2016-08-09_artifact_5057,monogame/monogame,issue,,3,27,2,
MonoGame_2016-08-10_artifact_5096,monogame/monogame,pr,,3,16,3,
MonoGame_2016-09-17_artifact_3983,monogame/monogame,issue,,3,3,2,
MonoGame_2016-09-27_artifact_4920,monogame/monogame,pr,,3,24,5,
MonoGame_2016-10-14_pr_5141,monogame/monogame,pr,,3,8,3,
MonoGame_2016-10-15_issue_2167,monogame/monogame,issue,,3,68,2,
MonoGame_2016-10-16_artifact_4992,monogame/monogame,pr,,3,64,2,
MonoGame_2016-10-26_artifact_5246,monogame/monogame,pr,,3,112,4,
MonoGame_2016-10-28_issue_2661,monogame/monogame,issue,,3,6,3,
MonoGame_2016-10-29_artifact_5260,monogame/monogame,issue,,3,58,3,
MonoGame_2016-10-29_pr_5258,monogame/monogame,pr,,3,103,4,
MonoGame_2016-11-02_artifact_4903,monogame/monogame,issue,,3,15,2,
MonoGame_2016-11-02_artifact_4920,monogame/monogame,pr,,3,14,2,
MonoGame_2016-11-03_artifact_5276,monogame/monogame,pr,,3,5,2,
MonoGame_2016-11-04_artifact_2382,monogame/monogame,pr,,3,7,3,
MonoGame_2016-11-04_artifact_5114,monogame/monogame,pr,,3,7,3,
MonoGame_2016-11-07_artifact_3895,monogame/monogame,issue,,3,33,3,
MonoGame_2016-11-07_issue_1891,chakra-core/chakracore,issue,,2,47,3,
MonoGame_2016-11-15_artifact_5299,monogame/monogame,pr,,3,17,3,
MonoGame_2016-11-16_issue_5302,monogame/monogame,issue,,3,5,3,
MonoGame_2016-11-17_issue_175,protobuild/protobuild,issue,,3,7,2,
MonoGame_2016-11-18_issue_5305,monogame/monogame,issue,,3,48,6,
MonoGame_2016-12-07_artifact_5352,monogame/monogame,pr,,3,8,5,
MonoGame_2016-12-11_artifact_5354,monogame/monogame,pr,,3,25,5,
MonoGame_2016-12-22_pr_5333,monogame/monogame,pr,,3,21,3,
MonoGame_2016-12-22_pr_5352,monogame/monogame,pr,,3,21,3,
MonoGame_2017-01-04_artifact_5288,monogame/monogame,pr,,3,18,2,
MonoGame_2017-01-04_artifact_5392,monogame/monogame,pr,,3,33,3,
MonoGame_2017-01-04_issue_5315,monogame/monogame,issue,,3,12,2,
MonoGame_2017-01-04_pr_5288,monogame/monogame,pr,,3,18,2,
MonoGame_2017-01-04_pr_5338,monogame/monogame,pr,,3,12,2,
MonoGame_2017-01-04_pr_5390,monogame/monogame,pr,,3,15,2,
MonoGame_2017-01-13_artifact_4904,monogame/monogame,pr,,3,19,2,
MonoGame_2017-01-17_pr_5139,monogame/monogame,pr,,3,37,4,
MonoGame_2017-01-17_pr_5312,monogame/monogame,pr,,3,37,4,
MonoGame_2017-01-24_issue_9,lukasbanana/xshadercompiler,issue,,2,12,4,
MonoGame_2017-01-25_artifact_4295,monogame/monogame,pr,,3,25,3,
MonoGame_2017-01-27_issue_4781,monogame/monogame,issue,,3,21,3,
MonoGame_2017-01-27_pr_5354,monogame/monogame,pr,,3,61,3,
MonoGame_2017-01-31_artifact_5429,monogame/monogame,pr,,3,10,2,
MonoGame_2017-02-03_artifact_5455,monogame/monogame,issue,,3,19,6,
MonoGame_2017-02-03_issue_5455,monogame/monogame,issue,,3,19,6,
MonoGame_2017-02-06_artifact_4406,monogame/monogame,pr,,3,4,3,
MonoGame_2017-02-14_artifact_5475,monogame/monogame,pr,,3,5,2,
MonoGame_2017-02-21_artifact_5429,monogame/monogame,pr,,2,8,4,
MonoGame_2017-02-22_artifact_5494,monogame/monogame,pr,,3,8,2,
MonoGame_2017-02-24_artifact_4920,monogame/monogame,pr,,3,5,3,
MonoGame_2017-02-24_artifact_5486,monogame/monogame,issue,,3,38,3,
MonoGame_2017-02-25_artifact_4916,monogame/monogame,issue,,3,4,2,
MonoGame_2017-02-26_artifact_5512,monogame/monogame,pr,,3,94,4,
MonoGame_2017-02-27_artifact_5487,monogame/monogame,issue,,3,39,4,
MonoGame_2017-02-28_artifact_5114,monogame/monogame,pr,,3,26,2,
MonoGame_2017-03-03_artifact_5534,monogame/monogame,issue,,3,69,7,
MonoGame_2017-03-11_artifact_5311,monogame/monogame,issue,,3,24,3,
MonoGame_2017-03-12_pr_3009,monogame/monogame,pr,,3,52,2,
MonoGame_2017-03-14_artifact_5578,monogame/monogame,issue,,3,63,4,
MonoGame_2017-03-16_artifact_5585,monogame/monogame,pr,,3,49,5,
MonoGame_2017-03-16_issue_5327,monogame/monogame,issue,,2,9,4,
MonoGame_2017-03-18_artifact_4450,monogame/monogame,pr,,3,16,3,
MonoGame_2017-03-19_artifact_4450,monogame/monogame,pr,,3,22,2,
MonoGame_2017-04-10_artifact_5354,monogame/monogame,pr,,3,35,4,
MonoGame_2017-04-18_issue_5660,monogame/monogame,issue,,3,19,2,
MonoGame_2017-04-24_pr_5410,monogame/monogame,pr,,3,7,3,
MonoGame_2017-05-01_issue_5111,monogame/monogame,issue,,3,13,3,
MonoGame_2017-05-15_pr_245,protobuild/protobuild,pr,,3,6,2,
MonoGame_2017-05-16_artifact_5573,monogame/monogame,pr,,3,13,6,
MonoGame_2017-05-18_artifact_5522,monogame/monogame,pr,,3,18,3,
MonoGame_2017-05-18_artifact_5618,monogame/monogame,issue,,3,7,2,
MonoGame_2017-05-18_pr_4,tainicom/xnalibrary,pr,,3,34,9,
MonoGame_2017-05-25_artifact_5735,monogame/monogame,pr,,3,4,4,
MonoGame_2017-05-25_pr_177,redpointarchive/protogame,pr,,3,19,5,
MonoGame_2017-05-26_pr_182,redpointarchive/protogame,pr,,2,37,2,
MonoGame_2017-05-29_issue_5529,monogame/monogame,issue,,3,44,4,
MonoGame_2017-06-03_artifact_4997,monogame/monogame,pr,,3,7,3,
MonoGame_2017-06-07_artifact_5750,monogame/monogame,pr,,2,30,3,
MonoGame_2017-06-11_pr_5763,monogame/monogame,pr,,3,13,3,
MonoGame_2017-06-12_issue_4399,monogame/monogame,issue,,3,16,5,
MonoGame_2017-06-13_issue_5767,monogame/monogame,issue,,3,17,4,
MonoGame_2017-06-16_issue_253,protobuild/protobuild,issue,,3,5,2,
MonoGame_2017-06-16_pr_1,redpointarchive/monogame.platformer2d,pr,,3,52,3,
MonoGame_2017-06-16_pr_249,protobuild/protobuild,pr,,3,88,3,
MonoGame_2017-06-16_pr_252,protobuild/protobuild,pr,,3,23,3,
MonoGame_2017-06-16_pr_5778,monogame/monogame,pr,,3,17,3,
MonoGame_2017-06-16_pr_5780,monogame/monogame,pr,,3,38,3,
MonoGame_2017-06-21_artifact_5779,monogame/monogame,pr,,3,6,2,
MonoGame_2017-06-22_pr_5451,monogame/monogame,pr,,2,96,7,
MonoGame_2017-06-23_artifact_5410,monogame/monogame,pr,,3,29,3,
MonoGame_2017-06-23_artifact_5793,monogame/monogame,pr,,3,36,3,
MonoGame_2017-06-27_artifact_3794,monogame/monogame,issue,,3,9,3,
MonoGame_2017-06-28_issue_5724,monogame/monogame,issue,,3,81,4,
MonoGame_2017-07-06_issue_5374,monogame/monogame,issue,,3,34,2,
MonoGame_2017-07-18_artifact_5742,monogame/monogame,issue,,3,23,4,
MonoGame_2017-07-18_artifact_5750,monogame/monogame,pr,,3,11,4,
MonoGame_2017-07-18_commit_9e44e8332a7f6553ffe30437dbeb4d5391d67208,sharpdx/sharpdx,commit,,2,23,4,
MonoGame_2017-07-19_artifact_5742,monogame/monogame,issue,,3,12,5,
MonoGame_2017-07-19_commit_380fb796acdd4f186d7b52b3e964e788822fe6c5,ragath/monogame,commit,,3,51,4,
MonoGame_2017-07-19_pr_105,monogame/monogame.dependencies,pr,,3,13,3,
MonoGame_2017-07-19_pr_5826,monogame/monogame,pr,,3,104,4,
MonoGame_2017-07-25_artifact_4688,monogame/monogame,issue,,3,43,4,
MonoGame_2017-08-07_artifact_5814,monogame/monogame,pr,,2,15,2,
MonoGame_2017-08-18_issue_3306,monogame/monogame,issue,,3,35,3,
MonoGame_2017-08-24_artifact_5890,monogame/monogame,pr,,3,5,2,
MonoGame_2017-08-24_issue_1454,monogame/monogame,issue,,2,8,4,
MonoGame_2017-08-24_issue_5726,monogame/monogame,issue,,3,5,4,
MonoGame_2017-08-24_pr_5890,monogame/monogame,pr,,3,5,2,
MonoGame_2017-08-28_pr_5904,monogame/monogame,pr,,3,11,4,
MonoGame_2017-08-31_pr_5410,monogame/monogame,pr,,3,23,5,
MonoGame_2017-09-01_artifact_5487,monogame/monogame,issue,,3,107,7,
MonoGame_2017-09-16_issue_5946,monogame/monogame,issue,,3,11,2,
MonoGame_2017-09-17_issue_5947,monogame/monogame,issue,,3,10,3,
MonoGame_2017-09-25_artifact_5961,monogame/monogame,pr,,3,5,2,
MonoGame_2017-09-29_issue_5944,monogame/monogame,issue,,2,3,2,
MonoGame_2017-10-06_commit_3faa4a2130a4b0ff67344e5dbcbc38fc2badeb57,pocketwatchgames/monogame,commit,,3,13,5,
MonoGame_2017-10-08_artifact_5997,monogame/monogame,issue,,3,55,3,
MonoGame_2017-10-08_issue_5947,monogame/monogame,issue,,2,5,2,
MonoGame_2017-10-08_pr_5975,monogame/monogame,pr,,3,50,3,
MonoGame_2017-10-13_issue_4,jaquadro/monogame-winformscontrols,issue,,3,14,2,
MonoGame_2017-10-23_issue_4571,monogame/monogame,issue,,3,3,2,
MonoGame_2017-10-23_issue_5374,monogame/monogame,issue,,3,3,2,
MonoGame_2017-10-24_artifact_6019,monogame/monogame,pr,,3,190,6,
MonoGame_2017-10-30_artifact_5613,monogame/monogame,pr,,3,38,4,
MonoGame_2017-10-30_artifact_5615,monogame/monogame,pr,,3,62,4,
MonoGame_2017-10-30_artifact_5915,monogame/monogame,issue,,3,62,4,
MonoGame_2017-11-04_artifact_6042,monogame/monogame,pr,,3,8,3,
MonoGame_2017-11-07_artifact_1344,monogame/monogame,issue,,3,6,4,
MonoGame_2017-11-08_issue_5339,monogame/monogame,issue,,3,9,2,
MonoGame_2017-11-19_issue_5531,monogame/monogame,issue,,3,32,2,
MonoGame_2017-11-21_artifact_6041,monogame/monogame,pr,,3,52,6,
MonoGame_2017-11-21_issue_915,dotnet/core,issue,,3,11,3,
MonoGame_2017-12-02_issue_4399,monogame/monogame,issue,,3,8,3,
MonoGame_2017-12-03_artifact_3306,monogame/monogame,issue,,3,3,2,
MonoGame_2017-12-03_artifact_4805,monogame/monogame,issue,,3,5,2,
MonoGame_2017-12-06_issue_6045,monogame/monogame,issue,,3,9,3,
MonoGame_2017-12-11_issue_6093,monogame/monogame,issue,,3,8,3,
MonoGame_2017-12-11_issue_6103,monogame/monogame,issue,,3,25,3,
MonoGame_2017-12-11_pr_6102,monogame/monogame,pr,,3,8,3,
MonoGame_2017-12-13_artifact_5354,monogame/monogame,pr,,3,15,3,
MonoGame_2017-12-13_pr_6108,monogame/monogame,pr,,3,50,3,
MonoGame_2018-01-10_artifact_6045,monogame/monogame,issue,,3,5,3,
MonoGame_2018-01-19_issue_6157,monogame/monogame,issue,,3,23,2,
MonoGame_2018-02-14_issue_2167,monogame/monogame,issue,,3,15,2,
MonoGame_2018-02-16_issue_6192,monogame/monogame,issue,,3,9,3,
MonoGame_2018-02-17_issue_16427,dotnet/runtime,issue,,3,4,2,
